x,X,Enter_Participant_ID,date,psychopyVersion,item,clicks,objects,target_pos,probe_obj,probe_p1,probe_p2,probe_p3,probe_p4,probe_p5,probe_p6,probe_p7,test_p1,test_p2,test_p3,test_p4,test_p5,test_p6,test_p7,test_p8,test_p9,test_p10,test_p11,test_p12,test_p13,test_p14,test_p15,test_p16,test_p17,test_p18,test_p19,test_p20,corr_p1,corr_p2,corr_p3,corr_p4,corr_p5,corr_p6,corr_p7,corr_p8,corr_p9,corr_p10,corr_p11,corr_p12,corr_p13,corr_p14,corr_p15,corr_p16,corr_p17,corr_p18,corr_p19,corr_p20,P1T_rectangle,P2T_rectangle,P3T_rectangle,P4T_rectangle,P5T_rectangle,P6T_rectangle,P7T_rectangle,P8T_rectangle,P9T_rectangle,P10T_rectangle,P11T_rectangle,P12T_rectangle,P13T_rectangle,P14T_rectangle,P15T_rectangle,P16T_rectangle,P17T_rectangle,P18T_rectangle,P19T_rectangle,P20T_rectangle,presented,start,end,rt,accuracy,totaltime
1,3,T9999,2024-01-09_09h45.38.523,2022.2.5,sample1,1,NA,,,colored PNG/PICTURE_203.png,None,None,None,,,,None,colored PNG/PICTURE_203.png,colored PNG/PICTURE_508.png,None,None,None,,,,,,,,,,,,,,,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.851077625,7.547296,1.696218375,1,62.76977525
2,6,T9999,2024-01-09_09h45.38.523,2022.2.5,item01,1,2,test_p3,p3,colored PNG/PICTURE_78.png,,,,,,,None,colored PNG/PICTURE_353.png,colored PNG/PICTURE_78.png,None,None,None,None,None,None,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14.43644908,16.71743408,2.280985,0,62.76977525
3,7,T9999,2024-01-09_09h45.38.523,2022.2.5,item02,1,2,test_p2,p2,colored PNG/PICTURE_423.png,,,,,,,None,colored PNG/PICTURE_423.png,colored PNG/PICTURE_695.png,None,None,None,None,None,None,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,21.16691021,23.00661233,1.839702125,0,62.76977525
4,8,T9999,2024-01-09_09h45.38.523,2022.2.5,item03,1,2,test_p3,p3,colored PNG/PICTURE_264.png,,,,,,,None,colored PNG/PICTURE_285.png,colored PNG/PICTURE_264.png,None,None,None,None,None,None,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,26.8713045,28.58213971,1.710835209,0,62.76977525
5,9,T9999,2024-01-09_09h45.38.523,2022.2.5,item04,1,3,test_p4,p4,colored PNG/PICTURE_423.png,,,,,,,colored PNG/PICTURE_78.png,None,None,colored PNG/PICTURE_423.png,colored PNG/PICTURE_353.png,None,None,None,None,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,32.54160758,34.81082104,2.269213458,0,62.76977525
6,10,T9999,2024-01-09_09h45.38.523,2022.2.5,item05,1,3,test_p5,p5,colored PNG/PICTURE_695.png,,,,,,,colored PNG/PICTURE_285.png,None,None,colored PNG/PICTURE_78.png,colored PNG/PICTURE_695.png,None,None,None,None,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,38.78444767,40.53372896,1.749281292,0,62.76977525
7,11,T9999,2024-01-09_09h45.38.523,2022.2.5,item06,1,3,test_p1,p1,colored PNG/PICTURE_353.png,,,,,,,colored PNG/PICTURE_264.png,None,None,colored PNG/PICTURE_353.png,colored PNG/PICTURE_423.png,None,None,None,None,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,44.54341212,45.91483742,1.371425292,0,62.76977525
8,12,T9999,2024-01-09_09h45.38.523,2022.2.5,item07,1,4,test_p3,p3,colored PNG/PICTURE_285.png,,,,,,,None,colored PNG/PICTURE_264.png,colored PNG/PICTURE_285.png,None,None,colored PNG/PICTURE_353.png,colored PNG/PICTURE_695.png,None,None,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,49.8471725,51.41914767,1.571975167,0,62.76977525
9,13,T9999,2024-01-09_09h45.38.523,2022.2.5,item08,1,4,test_p2,p2,colored PNG/PICTURE_78.png,,,,,,,None,colored PNG/PICTURE_78.png,colored PNG/PICTURE_264.png,None,None,colored PNG/PICTURE_695.png,colored PNG/PICTURE_423.png,None,None,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,55.37744325,57.08658579,1.709142542,0,62.76977525
10,14,T9999,2024-01-09_09h45.38.523,2022.2.5,item09,1,5,test_p9,p9,colored PNG/PICTURE_285.png,,,,,,,colored PNG/PICTURE_78.png,None,None,colored PNG/PICTURE_695.png,colored PNG/PICTURE_264.png,None,None,colored PNG/PICTURE_353.png,colored PNG/PICTURE_285.png,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,61.07150758,62.76977525,1.698267666,0,62.76977525
11,16,T9999,2024-01-09_09h45.38.523,2022.2.5,sample2,None,NA,,,None,colored PNG/PICTURE_122.png,colored PNG/PICTURE_268.png,None,,,,None,colored PNG/PICTURE_122.png,colored PNG/PICTURE_446.png,None,None,colored PNG/PICTURE_268.png,colored PNG/PICTURE_324.png,,,,,,,,,,,,,,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,62.79250221,62.80881129,0.016309083,0,62.76977525
12,18,T9999,2024-01-09_09h45.38.523,2022.2.5,item_10,2,4,2.3,p3_p6,None,colored PNG/PICTURE_672.png,colored PNG/PICTURE_3.png,None,None,None,None,None,colored PNG/PICTURE_360.png,colored PNG/PICTURE_672.png,None,None,colored PNG/PICTURE_3.png,colored PNG/PICTURE_585.png,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,62.86478371,NA,0.041579083,0,62.76977525
13,19,T9999,2024-01-09_09h45.38.523,2022.2.5,item_11,2,4,2.3,p2_p6,None,colored PNG/PICTURE_309.png,colored PNG/PICTURE_190.png,None,None,None,None,None,colored PNG/PICTURE_190.png,colored PNG/PICTURE_585.png,None,None,colored PNG/PICTURE_309.png,colored PNG/PICTURE_3.png,None,None,None,None,None,None,None,None,None,None,None,None,None,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,62.91366496,NA,0.030838083,0,62.76977525
14,20,T9999,2024-01-09_09h45.38.523,2022.2.5,item_12,2,4,2.3,p6_p7,None,colored PNG/PICTURE_585.png,colored PNG/PICTURE_360.png,None,None,None,None,None,colored PNG/PICTURE_672.png,colored PNG/PICTURE_309.png,None,None,colored PNG/PICTURE_360.png,colored PNG/PICTURE_585.png,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,62.95073679,NA,0.032320167,0,62.76977525
15,21,T9999,2024-01-09_09h45.38.523,2022.2.5,item_13,2,4,2.3,p3_p6,None,colored PNG/PICTURE_585.png,colored PNG/PICTURE_190.png,None,None,None,None,None,colored PNG/PICTURE_360.png,colored PNG/PICTURE_585.png,None,None,colored PNG/PICTURE_190.png,colored PNG/PICTURE_672.png,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,62.98894904,NA,0.032078958,0,62.76977525
16,22,T9999,2024-01-09_09h45.38.523,2022.2.5,item_14,2,5,2.3,p8_p9,None,colored PNG/PICTURE_3.png,colored PNG/PICTURE_360.png,None,None,None,None,colored PNG/PICTURE_309.png,None,None,colored PNG/PICTURE_585.png,colored PNG/PICTURE_190.png,None,None,colored PNG/PICTURE_360.png,colored PNG/PICTURE_3.png,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,63.06991883,NA,0.048973583,0,62.76977525
17,23,T9999,2024-01-09_09h45.38.523,2022.2.5,item_15,2,5,2.3,p1_p8,None,colored PNG/PICTURE_672.png,colored PNG/PICTURE_190.png,None,None,None,None,colored PNG/PICTURE_672.png,None,None,colored PNG/PICTURE_360.png,colored PNG/PICTURE_309.png,None,None,colored PNG/PICTURE_190.png,colored PNG/PICTURE_3.png,None,None,None,None,None,None,None,None,None,None,None,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,63.12509412,NA,0.038935125,0,62.76977525
18,24,T9999,2024-01-09_09h45.38.523,2022.2.5,item_16,2,6,2.3,p6_p7,None,colored PNG/PICTURE_309.png,colored PNG/PICTURE_3.png,None,None,None,None,None,colored PNG/PICTURE_190.png,colored PNG/PICTURE_672.png,None,None,colored PNG/PICTURE_3.png,colored PNG/PICTURE_309.png,None,None,colored PNG/PICTURE_360.png,colored PNG/PICTURE_585.png,None,None,None,None,None,None,None,None,None,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,63.169859,NA,0.03612775,0,62.76977525
19,25,T9999,2024-01-09_09h45.38.523,2022.2.5,item_17,2,6,2.3,p3_p6,None,colored PNG/PICTURE_672.png,colored PNG/PICTURE_585.png,None,None,None,None,None,colored PNG/PICTURE_309.png,colored PNG/PICTURE_672.png,None,None,colored PNG/PICTURE_585.png,colored PNG/PICTURE_190.png,None,None,colored PNG/PICTURE_3.png,colored PNG/PICTURE_360.png,None,None,None,None,None,None,None,None,None,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,63.21241733,NA,0.035636458,0,62.76977525
20,26,T9999,2024-01-09_09h45.38.523,2022.2.5,item_18,2,6,2.3,p7_p10,None,colored PNG/PICTURE_309.png,colored PNG/PICTURE_360.png,None,None,None,None,None,colored PNG/PICTURE_672.png,colored PNG/PICTURE_190.png,None,None,colored PNG/PICTURE_3.png,colored PNG/PICTURE_309.png,None,None,colored PNG/PICTURE_360.png,colored PNG/PICTURE_585.png,None,None,None,None,None,None,None,None,None,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,63.25402279,NA,0.035093833,0,62.76977525
21,27,T9999,2024-01-09_09h45.38.523,2022.2.5,item_19,3,5,"1,4,5",p1_p8_p9,colored PNG/PICTURE_90.png,None,None,colored PNG/PICTURE_100.png,colored PNG/PICTURE_430.png,None,None,colored PNG/PICTURE_100.png,None,None,colored PNG/PICTURE_448.png,colored PNG/PICTURE_1.png,None,None,colored PNG/PICTURE_430.png,colored PNG/PICTURE_90.png,None,None,None,None,None,None,None,None,None,None,None,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,63.31325604,NA,0.03157325,0,62.76977525
22,28,T9999,2024-01-09_09h45.38.523,2022.2.5,item_20,3,5,"1,4,5",p1_p5_p8,colored PNG/PICTURE_358.png,None,None,colored PNG/PICTURE_23.png,colored PNG/PICTURE_448.png,None,None,colored PNG/PICTURE_23.png,None,None,colored PNG/PICTURE_90.png,colored PNG/PICTURE_358.png,None,None,colored PNG/PICTURE_448.png,colored PNG/PICTURE_91.png,None,None,None,None,None,None,None,None,None,None,None,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,63.36979746,NA,0.028262958,0,62.76977525
23,29,T9999,2024-01-09_09h45.38.523,2022.2.5,item_21,3,5,"1,4,5",p1_p8_p9,colored PNG/PICTURE_91.png,None,None,colored PNG/PICTURE_358.png,colored PNG/PICTURE_1.png,None,None,colored PNG/PICTURE_1.png,None,None,colored PNG/PICTURE_430.png,colored PNG/PICTURE_448.png,None,None,colored PNG/PICTURE_358.png,colored PNG/PICTURE_91.png,None,None,None,None,None,None,None,None,None,None,None,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,63.421195,NA,0.027762542,0,62.76977525
24,30,T9999,2024-01-09_09h45.38.523,2022.2.5,item_22,3,6,"1,4,5",p3_p6_p11,colored PNG/PICTURE_91.png,None,None,colored PNG/PICTURE_100.png,colored PNG/PICTURE_23.png,None,None,None,colored PNG/PICTURE_430.png,colored PNG/PICTURE_100.png,None,None,colored PNG/PICTURE_23.png,colored PNG/PICTURE_1.png,None,None,colored PNG/PICTURE_90.png,colored PNG/PICTURE_91.png,None,None,None,None,None,None,None,None,None,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,63.47170463,NA,0.031750209,0,62.76977525
25,31,T9999,2024-01-09_09h45.38.523,2022.2.5,item_23,3,6,"1,4,5",p2_p10_p11,colored PNG/PICTURE_91.png,None,None,colored PNG/PICTURE_23.png,colored PNG/PICTURE_448.png,None,None,None,colored PNG/PICTURE_448.png,colored PNG/PICTURE_100.png,None,None,colored PNG/PICTURE_430.png,colored PNG/PICTURE_90.png,None,None,colored PNG/PICTURE_91.png,colored PNG/PICTURE_23.png,None,None,None,None,None,None,None,None,None,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,63.53149442,NA,0.025700542,0,62.76977525
26,32,T9999,2024-01-09_09h45.38.523,2022.2.5,item_24,3,6,"1,4,5",p2_p6_p7,colored PNG/PICTURE_90.png,None,None,colored PNG/PICTURE_100.png,colored PNG/PICTURE_1.png,None,None,None,colored PNG/PICTURE_1.png,colored PNG/PICTURE_358.png,None,None,colored PNG/PICTURE_100.png,colored PNG/PICTURE_90.png,None,None,colored PNG/PICTURE_23.png,colored PNG/PICTURE_91.png,None,None,None,None,None,None,None,None,None,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,63.58160113,NA,0.026262334,0,62.76977525
27,33,T9999,2024-01-09_09h45.38.523,2022.2.5,item_25,3,6,"1,4,5",p2_p6_p10,colored PNG/PICTURE_358.png,None,None,colored PNG/PICTURE_23.png,colored PNG/PICTURE_448.png,None,None,None,colored PNG/PICTURE_358.png,colored PNG/PICTURE_1.png,None,None,colored PNG/PICTURE_23.png,colored PNG/PICTURE_430.png,None,None,colored PNG/PICTURE_448.png,colored PNG/PICTURE_100.png,None,None,None,None,None,None,None,None,None,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,63.63249217,NA,0.026192458,0,62.76977525
28,34,T9999,2024-01-09_09h45.38.523,2022.2.5,item_26,3,6,"1,4,5",p6_p7_p10,colored PNG/PICTURE_90.png,None,None,colored PNG/PICTURE_430.png,colored PNG/PICTURE_448.png,None,None,None,colored PNG/PICTURE_358.png,colored PNG/PICTURE_91.png,None,None,colored PNG/PICTURE_430.png,colored PNG/PICTURE_90.png,None,None,colored PNG/PICTURE_448.png,colored PNG/PICTURE_1.png,None,None,None,None,None,None,None,None,None,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,63.68293212,NA,0.026111875,0,62.76977525
29,35,T9999,2024-01-09_09h45.38.523,2022.2.5,item_27,3,8,"1,4,5",p3_p7_p15,colored PNG/PICTURE_91.png,None,None,colored PNG/PICTURE_358.png,colored PNG/PICTURE_430.png,None,None,None,colored PNG/PICTURE_23.png,colored PNG/PICTURE_430.png,None,None,colored PNG/PICTURE_448.png,colored PNG/PICTURE_358.png,None,None,None,None,colored PNG/PICTURE_1.png,colored PNG/PICTURE_90.png,colored PNG/PICTURE_100.png,colored PNG/PICTURE_91.png,None,None,None,None,None,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,63.73389392,NA,0.02014075,0,62.76977525
30,36,T9999,2024-01-09_09h45.38.523,2022.2.5,item_28,3,8,"1,4,5",p7_p13_p14,colored PNG/PICTURE_90.png,None,None,colored PNG/PICTURE_100.png,colored PNG/PICTURE_1.png,None,None,None,colored PNG/PICTURE_358.png,colored PNG/PICTURE_448.png,None,None,colored PNG/PICTURE_430.png,colored PNG/PICTURE_100.png,None,None,None,None,colored PNG/PICTURE_23.png,colored PNG/PICTURE_1.png,colored PNG/PICTURE_90.png,colored PNG/PICTURE_91.png,None,None,None,None,None,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,63.78517162,NA,0.019373125,0,62.76977525
31,37,T9999,2024-01-09_09h45.38.523,2022.2.5,item_29,4,6,"2,3,6,7",p6_p7_p10_p11,None,colored PNG/PICTURE_541.png,colored PNG/PICTURE_238.png,None,None,colored PNG/PICTURE_707.png,colored PNG/PICTURE_338.png,None,colored PNG/PICTURE_35.png,colored PNG/PICTURE_64.png,None,None,colored PNG/PICTURE_238.png,colored PNG/PICTURE_707.png,None,None,colored PNG/PICTURE_541.png,colored PNG/PICTURE_338.png,None,None,None,None,None,None,None,None,None,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,63.85031975,NA,NA,0,62.76977525
32,38,T9999,2024-01-09_09h45.38.523,2022.2.5,item_30,4,6,"2,3,6,7",p2_p7_p10_p11,None,colored PNG/PICTURE_165.png,colored PNG/PICTURE_67.png,None,None,colored PNG/PICTURE_338.png,colored PNG/PICTURE_475.png,None,colored PNG/PICTURE_338.png,colored PNG/PICTURE_69.png,None,None,colored PNG/PICTURE_35.png,colored PNG/PICTURE_165.png,None,None,colored PNG/PICTURE_475.png,colored PNG/PICTURE_67.png,None,None,None,None,None,None,None,None,None,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,63.91973467,NA,NA,0,62.76977525
33,39,T9999,2024-01-09_09h45.38.523,2022.2.5,item_31,4,8,"2,3,6,7",p2_p6_p12_p13,None,colored PNG/PICTURE_69.png,colored PNG/PICTURE_64.png,None,None,colored PNG/PICTURE_165.png,colored PNG/PICTURE_67.png,None,colored PNG/PICTURE_64.png,colored PNG/PICTURE_707.png,None,None,colored PNG/PICTURE_67.png,colored PNG/PICTURE_35.png,None,None,None,None,colored PNG/PICTURE_69.png,colored PNG/PICTURE_165.png,colored PNG/PICTURE_541.png,colored PNG/PICTURE_238.png,None,None,None,None,None,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,63.97921846,NA,NA,0,62.76977525
34,40,T9999,2024-01-09_09h45.38.523,2022.2.5,item_32,4,8,"2,3,6,7",p7_p12_p14_p15,None,colored PNG/PICTURE_69.png,colored PNG/PICTURE_64.png,None,None,colored PNG/PICTURE_238.png,colored PNG/PICTURE_475.png,None,colored PNG/PICTURE_165.png,colored PNG/PICTURE_541.png,None,None,colored PNG/PICTURE_707.png,colored PNG/PICTURE_238.png,None,None,None,None,colored PNG/PICTURE_69.png,colored PNG/PICTURE_338.png,colored PNG/PICTURE_64.png,colored PNG/PICTURE_475.png,None,None,None,None,None,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,64.04591092,NA,NA,0,62.76977525
